hs17,group,subgroup,description,ship type,hs92
30441,3,4,"Fish fillets: fresh or chilled, salmon, Pacific (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic (Salmo salar), Danube (Hucho hucho)",refrigerated cargo,30410
30442,3,4,"Fish fillets: fresh or chilled, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",refrigerated cargo,30410
30443,3,4,"Fish fillets: fresh or chilled, flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)",refrigerated cargo,30410
30444,3,4,"Fish fillets: fresh or chilled, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae, and Muraenolepididae",refrigerated cargo,30410
30445,3,4,"Fish fillets: fresh or chilled, swordfish (Xiphias gladius)",refrigerated cargo,30410
30446,3,4,"Fish fillets: fresh or chilled, toothfish (Dissostichus spp.)",refrigerated cargo,30410
30447,3,4,"Fish fillets: fresh or chilled, dogfish and other sharks",refrigerated cargo,30410
30448,3,4,"Fish fillets: fresh or chilled, rays and skates (Rajidae)",refrigerated cargo,30410
30449,3,4,"Fish fillets: fresh or chilled, other than fish of heading 0304.4",refrigerated cargo,30410
30451,3,4,"Fish meat, excluding fillets, whether or not minced: fresh or chilled, tilapias, catfish, carp, eels, Nile perch, and snakeheads",refrigerated cargo,30410
30452,3,4,"Fish meat, excluding fillets, whether or not minced: fresh or chilled, salmonidae",refrigerated cargo,30410
30453,3,4,"Fish meat, excluding fillets, whether or not minced: fresh or chilled, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae, and Muraenolepididae",refrigerated cargo,30410
30454,3,4,"Fish meat, excluding fillets, whether or not minced: fresh or chilled, swordfish (Xiphias gladius)",refrigerated cargo,30410
30455,3,4,"Fish meat, excluding fillets, whether or not minced: fresh or chilled, toothfish (Dissostichus spp.)",refrigerated cargo,30410
30456,3,4,"Fish meat: excluding fillets, whether or not minced: fresh or chilled, dogfish and other sharks",refrigerated cargo,30410
30457,3,4,"Fish meat: excluding fillets, whether or not minced: fresh or chilled, rays and skates (Rajidae)",refrigerated cargo,30410
30459,3,4,"Fish meat: excluding fillets, whether or not minced: fresh or chilled, of fish n.e.c. in item no. 0304.5",refrigerated cargo,30410
30461,3,4,"Fish fillets: frozen, tilapias (Oreochromis spp.)",refrigerated cargo,30420
30462,3,4,"Fish fillets: frozen, catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",refrigerated cargo,30420
30463,3,4,"Fish fillets: frozen, Nile Perch (Lates niloticus)",refrigerated cargo,30420
30469,3,4,"Fish fillets: frozen, carp (Cyprinus/Carassius/Ctenopharyngodon idellus/Hypophthalmichthys/Cirrhinus/Mylopharyngodon piceus/Catla catla/Labeo/Osteochilus hasselti/Leptobarbus hoeveni/Megalobrama), eels (Anguilla) and snakeheads (Channa)",refrigerated cargo,30420
30471,3,4,"Fish fillets: frozen, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",refrigerated cargo,30420
30472,3,4,"Fish fillets: frozen, haddock (Melanogrammus aeglefinus)",refrigerated cargo,30420
30473,3,4,"Fish fillets: frozen, coalfish (Pollachius virens)",refrigerated cargo,30420
30474,3,4,"Fish fillets: frozen, hake (Merluccius spp., Urophycis spp.)",refrigerated cargo,30420
30475,3,4,"Fish fillets: frozen, Alaska pollack (Theragra chalcogramma)",refrigerated cargo,30420
30479,3,4,"Fish fillets: frozen, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae other than cod, haddock, coalfish, hake, and Alaska pollack",refrigerated cargo,30420
30481,3,4,"Fish fillets: frozen, salmon, Pacific (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou, Oncorhynchus rhodurus), Atlantic (Salmo salar), and Danube (Hucho hucho)",refrigerated cargo,30420
30482,3,4,"Fish fillets: frozen, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",refrigerated cargo,30420
30483,3,4,"Fish fillets: frozen, flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)",refrigerated cargo,30420
30484,3,4,"Fish fillets: frozen, swordfish (Xiphias gladius)",refrigerated cargo,30420
30485,3,4,"Fish fillets: frozen, toothfish (Dissostichus spp.)",refrigerated cargo,30420
30486,3,4,"Fish fillets: frozen, herrings (Clupea harengus, Clupea pallasii)",refrigerated cargo,30420
30487,3,4,"Fish fillets: frozen, tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis)",refrigerated cargo,30420
30488,3,4,"Fish fillets: frozen, dogfish, other sharks, rays and skates (Rajidae)",refrigerated cargo,30420
30489,3,4,"Fish fillets: frozen, of fish n.e.c. in heading 0304.8",refrigerated cargo,30420
30491,3,4,"Fish meat, excluding fillets, whether or not minced: frozen, swordfish (Xiphias gladius)",refrigerated cargo,30490
30492,3,4,"Fish meat, excluding fillets, whether or not minced: frozen, toothfish (Dissostichus spp.)",refrigerated cargo,30490
30493,3,4,"Fish meat, excluding fillets, whether or not minced: frozen, tilapias, catfish, carp, eels, Nile perch, and snakeheads",refrigerated cargo,30490
30494,3,4,"Fish meat, excluding fillets, whether or not minced: frozen, Alaska Pollack (Theragra chalcogramma)",refrigerated cargo,30490
30495,3,4,"Fish meat, excluding fillets, whether or not minced: frozen, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than Alaska Pollack (Theragra chalcogramma)",refrigerated cargo,30490
30496,3,4,"Fish meat, excluding fillets, whether or not minced: frozen, dogfish and other sharks",refrigerated cargo,30490
30497,3,4,"Fish meat, excluding fillets, whether or not minced: frozen, rays and skates (Rajidae)",refrigerated cargo,30490
30499,3,4,"Fish meat, excluding fillets, whether or not minced: frozen, n.e.c. in item no. 0304.9",refrigerated cargo,30490
30510,3,5,"Fish: flours, meals and pellets, fit for human consumption",container,30510
30520,3,5,"Fish: livers, roes and milt of fish, dried, smoked, salted or in brine",container,30520
30531,3,5,"Fish fillets: dried, salted or in brine, but not smoked, tilapias, catfish, carp, eels, Nile perch, and snakeheads",container,30530
30532,3,5,"Fish fillets: dried, salted or in brine, but not smoked, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae",container,30530
30539,3,5,"Fish fillets: dried, salted or in brine, but not smoked, n.e.c. in item no. 0305.3",container,30530
30541,3,5,"Fish: smoked, whether or not cooked before or during smoking, salmon, Pacific (Oncorhynchus nerka, gorbuscha, keta, tschawytscha, kisutch, masou, rhodurus), Atlantic (Salmo salar) and Danube (Hucho hucho), includes fillets, but excludes edible fish offal",container,30541
30542,3,5,"Fish: smoked, whether or not cooked before or during smoking, herrings (Clupea harengus, Clupea pallasii), includes fillets, but excludes edible fish offal",container,30542
30543,3,5,"Fish: smoked, whether or not cooked before or during smoking, trout (Salmo trutta, Oncorhynchus mykiss/clarki/aguabonita/gilae/apache/chrysogaster), includes fillets, but excludes edible fish offal",container,30549
30544,3,5,"Fish: smoked, whether or not cooked before or during smoking, tilapias, catfish, carp, eels, Nile perch, and snakeheads, includes fillets, but excludes edible fish offal",container,30549
30549,3,5,"Fish: smoked, whether or not cooked before or during smoking, n.e.c. in item no. 0305.4, includes fillets, but excludes edible fish offal",container,30549
30551,3,5,"Fish: dried, whether or not salted but not smoked, other than edible fish offal, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",container,30551
30552,3,5,"Fish: dried, whether or not salted but not smoked, tilapias, catfish, carp, eels, Nile perch, and snakeheads",container,30559
30553,3,5,"Fish: dried, whether or not salted but not smoked, fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than cod",container,30559
30554,3,5,"Dried herrings, anchovies, sardines, sardinella, brisling or sprats, mackerel (incl Indian, jack, or horse), seerfishes, jacks, crevalles, cobia, silver pomfrets, Pacific saury, scads, capelin, swordfish, Kawakawa, bonitos, marlins, sailfishes, spearfish",container,30559
30559,3,5,"Fish: dried, whether or not salted but not smoked, other than edible fish offal, n.e.c. in item no. 0305.5",container,30559
30561,3,5,"Fish: salted or in brine, not dried or smoked, other than edible fish offal, herrings (Clupea harengas, Clupea pallasii)",container,30561
30562,3,5,"Fish: salted or in brine, not dried or smoked, other than edible fish offal, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",container,30562
30563,3,5,"Fish: salted or in brine, not dried or smoked, other than edible fish offal, anchovies (Engrails spp.)",container,30563
30564,3,5,"Fish: salted or in brine, not dried or smoked, other than edible fish offal, tilapias, catfish, carp, eels, Nile perch, and snakeheads",container,30569
30569,3,5,"Fish: salted or in brine, not dried or smoked, other than edible fish offal, n.e.c. in item no. 0305.6",container,30569
30571,3,5,"Fish: edible offal, shark fins",container,30559
30572,3,5,"Fish: edible offal, fish heads, tails and maws",container,30551
30579,3,5,"Fish: edible offal, other than shark fins, fish heads, tails and maws",container,30551
30611,3,6,"Crustaceans: frozen, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not, smoked, cooked or not before or during smoking: in shell, cooked by steaming or by boiling in water",container,30611
30612,3,6,"Crustaceans: frozen, lobsters (Homarus spp.), in shell or not, smoked, cooked or not before or during smoking: in shell, cooked by steaming or by boiling in water",container,30612
30614,3,6,"Crustaceans: frozen, crabs, in shell or not, smoked, cooked or not before or during smoking: in shell, cooked by steaming or by boiling in water",container,30614
30615,3,6,"Crustaceans: frozen, Norway lobsters (Nephrops norvegicus), in shell or not, smoked, cooked or not before or during smoking: in shell, cooked by steaming or by boiling in water",container,30619
30616,3,6,"Crustaceans: frozen, cold-water shrimps and prawns (Pandalus spp., Crangon crangon), in shell or not, smoked, cooked or not before or during smoking: in shell, cooked by steaming or by boiling in water",container,30613
30617,3,6,"Crustaceans: frozen, shrimps and prawns, excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking: in shell, cooked by steaming or by boiling in water",container,30613
30619,3,6,"Crustaceans: frozen, n.e.c. in item no. 0306.1, in shell or not, smoked, cooked or not before or during smoking: in shell, cooked by steaming or by boiling in water: including edible flours, meals, and pellets of crustaceans",container,30619
30631,3,6,"Crustaceans: live, fresh or chilled, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not",container,30621
30632,3,6,"Crustaceans: live, fresh or chilled, lobsters (Homarus spp.), whether in shell or not",container,30622
30633,3,6,"Crustaceans: live, fresh or chilled, crabs, whether in shell or not",container,160510
30634,3,6,"Crustaceans: live, fresh or chilled, Norway lobsters (Nephrops norvegicus), in shell or not",container,160540
30635,3,6,"Crustaceans: live, fresh or chilled, cold-water shrimps and prawns (Pandalus spp., Crangon crangon), in shell or not",container,160520
30636,3,6,"Crustaceans: live, fresh or chilled, shrimps and prawns excluding cold-water varieties, in shell or not",container,160520
30639,3,6,"Crustaceans: live, fresh or chilled, n.e.c. in item no. 0306.3, in shell or not, including edible flours, meals, and pellets of crustaceans",container,160540
30691,3,6,"Crustaceans: rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking",container,30621
30692,3,6,"Crustaceans: lobsters (Homarus spp.), smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking",container,30622
30693,3,6,"Crustaceans: crabs, smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking",container,160510
30694,3,6,"Crustaceans: Norway lobsters (Nephrops norvegicus), smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking",container,160540
30695,3,6,"Crustaceans: shrimps and prawns, smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking",container,160520
30699,3,6,"Crustaceans: smoked, whole, cooked or not, n.e.c. in item no. 0306.9, in shell or not, including edible flours, meals, and pellets of crustaceans",container,160540
30711,3,7,"Molluscs: oysters, whether in shell or not, live, fresh or chilled",container,30710
30712,3,7,"Molluscs: oysters, whether in shell or not, frozen",container,160590
30719,3,7,"Molluscs: oysters, whether in shell or not, dried, salted or in brine, smoked, cooked or not before or during the smoking process",container,160590
30721,3,7,"Molluscs: scallops, whether in shell or not, including queen scallops, of the genera Pecten, Chlamys or Placopecten, live, fresh or chilled",container,30721
30722,3,7,"Molluscs: scallops, whether in shell or not, including queen scallops of the genera Pecten, Chlamys or Placopecten, frozen",container,160590
30729,3,7,"Molluscs: scallops, whether in shell or not, including queen scallops of the genera Pecten, Chlamys or Placopecten, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",container,30729
30731,3,7,"Molluscs: mussels (Mytilus spp., Perna spp.), whether in shell or not, live, fresh or chilled",container,30731
30732,3,7,"Molluscs: mussels (Mytilus spp., Perna spp.), whether in shell or not, frozen",container,160590
30739,3,7,"Molluscs: mussels (Mytilus spp., Perna spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",container,30739
30742,3,7,"Molluscs: cuttle fish and squid, whether in shell or not, live, fresh or chilled",container,30741
30743,3,7,"Molluscs: cuttle fish and squid, whether in shell or not, includes flours, meals, and pellets of molluscs, fit for human consumption, frozen",container,30799
30749,3,7,"Molluscs: cuttle fish and squid, whether in shell or not, includes flours, meals, and pellets of molluscs, fit for human consumption, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",container,30749
30751,3,7,"Molluscs: octopus (Octopus spp.), live, fresh or chilled",container,30751
30752,3,7,"Molluscs: octopus (Octopus spp.), frozen",container,160590
30759,3,7,"Molluscs: octopus (Octopus spp.), dried, salted, in brine, or smoked, cooked or not before or during the smoking process",container,30759
